NAME,Year,Income,Population,elevation,risk_score,risk_level,Recommendation,Score,Median Elevation
Escambia,2130,303449.6083,1304169.131,28.8824,60,Medium Risk,Avoid low elevation areas to live.,64,16.8824
Flagler,2130,555929.3613,467443.5812,4.8824,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,8,16.8824
Franklin,2130,594857.5392,50444.10572,2.8824,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,7,16.8824
Gadsden,2130,627826.2588,177557.094,48.8824,20,Low Risk,"Dialogue with county officials, risk is low at this time.",51,16.8824
Gilchrist,2130,323589.4465,72374.38796,17.8824,35,Low Risk,"Dialogue with county officials, risk is low at this time.",40,16.8824
Glades,2130,292980.512,49127.39747,10.8824,40,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,1,16.8824
Gulf,2130,549580.4316,57497.6105,3.8824,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,12,16.8824
Hamilton,2130,321591.1563,56735.94542,35.8824,25,Low Risk,"Dialogue with county officials, risk is low at this time.",38,16.8824
Hardee,2130,182542.0735,102610.0607,6.8824,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,5,16.8824
Hendry,2130,88634.85057,160512.8122,6.8824,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,2,16.8824
Hernando,2130,363089.6411,788060.0131,16.8824,65,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,20,16.8824
Highlands,2130,185686.3386,410144.4898,20.8824,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,30,16.8824
Hillsborough,2130,833931.9633,5914094.342,18.8824,60,Medium Risk,Avoid low elevation areas to live.,59,16.8824
Holmes,2130,385006.8412,79622.36043,37.8824,20,Low Risk,"Dialogue with county officials, risk is low at this time.",50,16.8824
IndianRiver,2130,1222734.44,647366.6986,6.8824,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,16,16.8824
Jackson,2130,428210.5264,191708.6691,42.8824,30,Low Risk,"Dialogue with county officials, risk is low at this time.",67,16.8824
Jefferson,2130,696273.2573,58785.95888,21.8824,15,Low Risk,"Dialogue with county officials, risk is low at this time.",37,16.8824
Lafayette,2130,368213.0767,33326.89853,20.8824,30,Low Risk,No action recommended at this time.,21,16.8824
Lake,2130,287374.7978,1555563.172,54.8824,60,Medium Risk,Avoid low elevation areas to live.,49,16.8824
Lee,2130,524793.9961,3082401.847,3.8824,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,46,16.8824
Leon,2130,461831.1394,1183813.895,36.8824,45,Low Risk,"Dialogue with county officials, risk is low at this time.",56,16.8824
Levy,2130,315599.9938,173866.2595,9.8824,50,Medium Risk,Avoid low elevation areas to live.,45,16.8824
Liberty,2130,271960.5643,32305.94322,25.8824,35,Low Risk,No action recommended at this time.,11,16.8824
Madison,2130,397309.959,72795.7346,31.8824,25,Low Risk,"Dialogue with county officials, risk is low at this time.",48,16.8824
Manatee,2130,470293.0279,1619389.085,11.8824,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,31,16.8824
Marion,2130,341197.6848,1522957.424,22.8824,60,Medium Risk,Avoid low elevation areas to live.,57,16.8824
Martin,2130,1261736.853,641868.9353,4.8824,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,10,16.8824
Miami-Dade,2130,380952.9904,10945965.8,1.8824,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,39,16.8824
Monroe,2130,1776657.732,335756.5511,-0.1176,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,6,16.8824
Nassau,2130,1031710.012,366052.9949,11.8824,40,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,22,16.8824
Okaloosa,2130,489464.0573,857553.8486,35.8824,45,Low Risk,"Dialogue with county officials, risk is low at this time.",58,16.8824
Okeechobee,2130,234505.1427,160614.0974,10.8824,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,3,16.8824
Orange,2130,380689.5087,5793143.548,110.8824,60,Medium Risk,Avoid low elevation areas to live.,52,16.8824
Osceola,2130,238291.307,1574604.799,17.8824,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,15,16.8824
Palm Beach,2130,1030281.861,6045477.516,3.8824,70,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,43,16.8824
Pasco,2130,444514.5443,2276450.808,16.8824,65,Medium Risk,Avoid low elevation areas to live.,41,16.8824
Pinellas,2130,449992.9805,3885735.676,2.8824,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,35,16.8824
Polk,2130,268801.0382,2937458.604,31.8824,75,Medium Risk,Avoid low elevation areas to live.,60,16.8824
Putnam,2130,283702.5432,297053.4315,15.8824,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,25,16.8824
Sarasota,2130,501750.6564,1758336.242,5.8824,75,High Risk,"Move to higher ground, avoid low areas and swamp areas.",29,16.8824
St. Johns,2130,1043673.035,1107756.775,4.8824,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",24,16.8824
St. Lucie,2130,366130.2811,1333829.504,6.8824,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,14,16.8824
Santa Rosa,2130,441802.6227,761665.0771,30.8824,40,Low Risk,"Dialogue with county officials, risk is low at this time.",62,16.8824
Seminole,2130,801002.2256,1907630.7,12.8824,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,23,16.8824
Sumter,2130,1251273.271,525678.5483,25.8824,35,Low Risk,No action recommended at this time.,13,16.8824
Suwannee,2130,291324.1477,176130.9977,25.8824,45,Low Risk,"Dialogue with county officials, risk is low at this time.",66,16.8824
Taylor,2130,221501.3121,88304.53202,6.8824,45,Medium Risk,Avoid low elevation areas to live.,34,16.8824
Union,2130,317334.9022,65418.11702,39.8824,25,Low Risk,No action recommended at this time.,17,16.8824
Volusia,2130,375546.6721,2242629.637,6.8824,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,47,16.8824
Wakulla,2130,671525.5033,136791.8067,8.8824,35,Medium Risk,Avoid low elevation areas to live.,36,16.8824
Walton,2130,2102166.488,305091.4289,29.8824,35,Low Risk,"Dialogue with county officials, risk is low at this time.",63,16.8824
Washington,2130,384126.0438,102573.598,29.8824,35,Low Risk,"Dialogue with county officials, risk is low at this time.",54,16.8824
Alachua,2140,547021.4305,1281204.385,31.7808,50,Medium Risk,Avoid low elevation areas to live.,65,16.7808
Baker,2140,463202.1035,130016.9309,38.7808,30,Low Risk,No action recommended at this time.,9,16.7808
Bay,2140,635423.1641,806151.9009,11.7808,45,Medium Risk,Avoid low elevation areas to live.,55,16.7808
Bradford,2140,708127.1861,130219.3707,43.7808,25,Low Risk,No action recommended at this time.,32,16.7808
Brevard,2140,302691.3678,2790963.251,7.7808,85,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,42,16.7808
Broward,2140,444930.9655,8945881.668,3.7808,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,44,16.7808
Calhoun,2140,457766.0322,62793.13045,29.7808,25,Low Risk,No action recommended at this time.,33,16.7808
Charlotte,2140,479159.9024,859665.0091,8.7808,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,19,16.7808
Citrus,2140,418076.2476,707816.7913,12.7808,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,26,16.7808
Clay,2140,392073.9866,1004124.176,27.7808,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,18,16.7808
Collier,2140,1753620.644,1728798.678,3.7808,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",27,16.7808
Columbia,2140,374414.1886,320673.7695,34.7808,35,Low Risk,"Dialogue with county officials, risk is low at this time.",61,16.7808
DeSoto,2140,214770.2676,156320.296,16.7808,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,4,16.7808
Dixie,2140,278109.8262,77106.54112,5.7808,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,28,16.7808
Duval,2140,435882.7734,4580507.657,9.7808,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,53,16.7808
Escambia,2140,362002.0639,1481053.829,28.7808,60,Medium Risk,Avoid low elevation areas to live.,64,16.7808
Flagler,2140,694468.863,530843.0396,4.7808,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,8,16.7808
Franklin,2140,766684.2212,57285.849,2.7808,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,7,16.7808
Gadsden,2140,814715.3704,201639.1951,48.7808,20,Low Risk,"Dialogue with county officials, risk is low at this time.",51,16.7808
Gilchrist,2140,394067.1808,82190.53944,17.7808,35,Low Risk,"Dialogue with county officials, risk is low at this time.",40,16.7808
Glades,2140,351578.7681,55790.55538,10.7808,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,1,16.7808
Gulf,2140,698719.6997,65296.02193,3.7808,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,12,16.7808
Hamilton,2140,390866.3563,64431.05208,35.7808,25,Low Risk,"Dialogue with county officials, risk is low at this time.",38,16.7808
Hardee,2140,210806.255,116527.082,6.7808,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,5,16.7808
Hendry,2140,95891.24755,182283.1943,6.7808,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,2,16.7808
Hernando,2140,441737.1604,894944.7369,16.7808,65,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,20,16.7808
Highlands,2140,216134.3601,465772.4619,20.7808,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,30,16.7808
Hillsborough,2140,1077963.927,6716224.039,18.7808,60,Medium Risk,Avoid low elevation areas to live.,59,16.7808
Holmes,2140,482364.8355,90421.55573,37.7808,20,Low Risk,"Dialogue with county officials, risk is low at this time.",50,16.7808
IndianRiver,2140,1643252.842,735169.1623,6.7808,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,16,16.7808
Jackson,2140,533354.6739,217710.1509,42.7808,30,Low Risk,"Dialogue with county officials, risk is low at this time.",67,16.7808
Jefferson,2140,900022.4089,66759.10923,21.7808,15,Low Risk,"Dialogue with county officials, risk is low at this time.",37,16.7808
Lafayette,2140,444468.562,37847.03188,20.7808,30,Low Risk,No action recommended at this time.,21,16.7808
Lake,2140,339138.3589,1766544.49,54.7808,60,Medium Risk,Avoid low elevation areas to live.,49,16.7808
Lee,2140,649826.9226,3500468.574,3.7808,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,46,16.7808
Leon,2140,571303.549,1344374.79,36.7808,45,Low Risk,"Dialogue with county officials, risk is low at this time.",56,16.7808
Levy,2140,384714.6314,197447.7721,9.7808,50,Medium Risk,Avoid low elevation areas to live.,45,16.7808
Liberty,2140,323164.217,36687.6042,25.7808,35,Low Risk,No action recommended at this time.,11,16.7808
Madison,2140,492451.4098,82669.0334,31.7808,25,Low Risk,"Dialogue with county officials, risk is low at this time.",48,16.7808
Manatee,2140,578929.8748,1839027.123,11.7808,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,31,16.7808
Marion,2140,414289.8979,1729516.418,22.7808,60,Medium Risk,Avoid low elevation areas to live.,57,16.7808
Martin,2140,1682544.516,728925.7363,4.7808,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,10,16.7808
Miami-Dade,2140,463924.4963,12430569.14,1.7808,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,39,16.7808
Monroe,2140,2441535.502,381295.2735,-0.2192,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,6,16.7808
Nassau,2140,1338825.818,415700.8296,11.7808,40,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,22,16.7808
Okaloosa,2140,597824.8971,973864.0339,35.7808,45,Low Risk,"Dialogue with county officials, risk is low at this time.",58,16.7808
Okeechobee,2140,276473.4455,182398.2168,10.7808,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,3,16.7808
Orange,2140,457728.155,6578868.667,110.7808,60,Medium Risk,Avoid low elevation areas to live.,52,16.7808
Osceola,2140,276546.79,1788168.736,17.7808,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,15,16.7808
Palm Beach,2140,1348742.165,6865426.737,3.7808,70,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,43,16.7808
Pasco,2140,548269.4367,2585206.247,16.7808,65,Medium Risk,Avoid low elevation areas to live.,41,16.7808
Pinellas,2140,554483.3391,4412758.716,2.7808,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,35,16.7808
Polk,2140,316907.1191,3335866.651,31.7808,75,Medium Risk,Avoid low elevation areas to live.,60,16.7808
Putnam,2140,343465.7776,337342.8427,15.7808,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,25,16.7808
Sarasota,2140,619471.4113,1996819.708,5.7808,75,High Risk,"Move to higher ground, avoid low areas and swamp areas.",29,16.7808
St. Johns,2140,1347766.821,1258002.029,4.7808,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",24,16.7808
St. Lucie,2140,442822.6218,1514737.043,6.7808,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,14,16.7808
Santa Rosa,2140,533821.8002,864969.8508,30.7808,45,Low Risk,"Dialogue with county officials, risk is low at this time.",62,16.7808
Seminole,2140,1015390.952,2166363.0,12.7808,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,23,16.7808
Sumter,2140,1699652.104,596976.426,25.7808,35,Low Risk,No action recommended at this time.,13,16.7808
Suwannee,2140,352001.4889,200019.6771,25.7808,40,Low Risk,"Dialogue with county officials, risk is low at this time.",66,16.7808
Taylor,2140,260372.7673,100281.2919,6.7808,45,Medium Risk,Avoid low elevation areas to live.,34,16.7808
Union,2140,381552.7247,74290.7882,39.7808,25,Low Risk,No action recommended at this time.,17,16.7808
Volusia,2140,455997.2103,2546797.905,6.7808,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,47,16.7808
Wakulla,2140,845458.4173,155344.9045,8.7808,35,Medium Risk,Avoid low elevation areas to live.,36,16.7808
Walton,2140,2968179.726,346471.0352,29.7808,35,Low Risk,"Dialogue with county officials, risk is low at this time.",63,16.7808
Washington,2140,476110.4209,116485.6738,29.7808,35,Low Risk,"Dialogue with county officials, risk is low at this time.",54,16.7808
Alachua,2150,679341.7919,1454974.37,31.6792,50,Medium Risk,Avoid low elevation areas to live.,65,16.6792
Baker,2150,560227.8219,147651.151,38.6792,30,Low Risk,No action recommended at this time.,9,16.6792
Bay,2150,788355.3629,915490.4307,11.6792,45,Medium Risk,Avoid low elevation areas to live.,55,16.6792
Bradford,2150,897657.8525,147881.0477,43.6792,25,Low Risk,No action recommended at this time.,32,16.6792
Brevard,2150,351978.4924,3169502.107,7.6792,85,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,42,16.6792
Broward,2150,532349.6912,10159213.24,3.6792,85,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,44,16.6792
Calhoun,2150,571842.8959,71309.77421,29.6792,25,Low Risk,No action recommended at this time.,33,16.6792
Charlotte,2150,583520.8594,976261.5315,8.6792,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,19,16.6792
Citrus,2150,510632.7748,803818.1121,12.6792,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,26,16.6792
Clay,2150,457714.795,1140313.722,27.6792,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,18,16.6792
Collier,2150,2329406.083,1963275.958,3.6792,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",27,16.6792
Columbia,2150,452841.7376,364166.8115,34.6792,35,Low Risk,"Dialogue with county officials, risk is low at this time.",61,16.6792
DeSoto,2150,249249.6636,177522.0464,16.6792,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,4,16.6792
Dixie,2150,332752.0258,87564.51539,5.6792,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,28,16.6792
Duval,2150,522549.147,5201762.748,9.6792,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,53,16.6792
Escambia,2150,431852.5735,1681929.431,28.6792,60,Medium Risk,Avoid low elevation areas to live.,64,16.6792
Flagler,2150,867532.8832,602841.3782,4.6792,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,8,16.6792
Franklin,2150,988143.6417,65055.53918,2.6792,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,7,16.6792
Gadsden,2150,1057236.975,228987.556,48.6792,20,Low Risk,"Dialogue with county officials, risk is low at this time.",51,16.6792
Gilchrist,2150,479894.9555,93338.05734,17.6792,35,Low Risk,"Dialogue with county officials, risk is low at this time.",40,16.6792
Glades,2150,421897.1062,63357.43861,10.6792,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,1,16.6792
Gulf,2150,888330.7898,74152.13333,3.6792,35,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,12,16.6792
Hamilton,2150,475064.3962,73169.84746,35.6792,25,Low Risk,"Dialogue with county officials, risk is low at this time.",38,16.6792
Hardee,2150,243446.7644,132331.6714,6.6792,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,5,16.6792
Hendry,2150,103741.7144,207006.2972,6.6792,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,2,16.6792
Hernando,2150,537420.2311,1016326.255,16.6792,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,20,16.6792
Highlands,2150,251575.113,528945.2662,20.6792,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,30,16.6792
Hillsborough,2150,1393406.511,7627146.734,18.6792,60,Medium Risk,Avoid low elevation areas to live.,59,16.6792
Holmes,2150,604342.0782,102685.4479,37.6792,20,Low Risk,"Dialogue with county officials, risk is low at this time.",50,16.6792
IndianRiver,2150,2208394.41,834880.2903,6.6792,45,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,16,16.6792
Jackson,2150,664316.2431,247238.2185,42.6792,30,Low Risk,"Dialogue with county officials, risk is low at this time.",67,16.6792
Jefferson,2150,1163394.297,75813.65942,21.6792,15,Low Risk,"Dialogue with county officials, risk is low at this time.",37,16.6792
Lafayette,2150,536516.2594,42980.23173,20.6792,30,Low Risk,No action recommended at this time.,21,16.6792
Lake,2150,400225.8631,2006141.242,54.6792,60,Medium Risk,Avoid low elevation areas to live.,49,16.6792
Lee,2150,804649.1243,3975237.766,3.6792,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,46,16.6792
Leon,2150,706725.2883,1526712.588,36.6792,45,Low Risk,"Dialogue with county officials, risk is low at this time.",56,16.6792
Levy,2150,468964.9889,224227.6495,9.6792,50,Medium Risk,Avoid low elevation areas to live.,45,16.6792
Liberty,2150,384008.2896,41663.55067,25.6792,35,Low Risk,No action recommended at this time.,11,16.6792
Madison,2150,610375.8174,93881.44952,31.6792,25,Low Risk,"Dialogue with county officials, risk is low at this time.",48,16.6792
Manatee,2150,712661.6387,2088454.708,11.6792,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,31,16.6792
Marion,2150,503040.106,1964091.047,22.6792,60,Medium Risk,Avoid low elevation areas to live.,57,16.6792
Martin,2150,2243697.68,827790.0673,4.6792,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,10,16.6792
Miami-Dade,2150,564967.1842,14116529.51,1.6792,80,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,39,16.6792
Monroe,2150,3355230.16,433010.4212,-0.3208,50,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,6,16.6792
Nassau,2150,1737362.776,472082.4091,11.6792,40,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,22,16.6792
Okaloosa,2150,730175.3874,1105949.391,35.6792,45,Low Risk,"Dialogue with county officials, risk is low at this time.",58,16.6792
Okeechobee,2150,325952.6218,207136.9203,10.6792,55,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,3,16.6792
Orange,2150,550356.8106,7471161.828,110.6792,60,Medium Risk,Avoid low elevation areas to live.,52,16.6792
Osceola,2150,320943.8399,2030698.389,17.6792,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,15,16.6792
Palm Beach,2150,1765638.605,7796585.822,3.6792,70,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,43,16.6792
Pasco,2150,676241.9341,2935838.243,16.6792,65,Medium Risk,Avoid low elevation areas to live.,41,16.6792
Pinellas,2150,683236.8206,5011261.988,2.6792,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,35,16.6792
Polk,2150,373622.5232,3788310.855,31.6792,75,Medium Risk,Avoid low elevation areas to live.,60,16.6792
Putnam,2150,415818.4098,383096.7142,15.6792,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,25,16.6792
Sarasota,2150,764811.8134,2267648.73,5.6792,75,High Risk,"Move to higher ground, avoid low areas and swamp areas.",29,16.6792
St. Johns,2150,1740464.057,1428625.074,4.6792,60,High Risk,"Move to higher ground, avoid low areas and swamp areas.",24,16.6792
St. Lucie,2150,535579.5041,1720181.105,6.6792,70,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,14,16.6792
Santa Rosa,2150,645006.8419,982285.8699,30.6792,45,Low Risk,"Dialogue with county officials, risk is low at this time.",62,16.6792
Seminole,2150,1287160.95,2460187.21,12.6792,60,Medium Risk,Be careful around rivers and swamp areas due to potential flooding.,23,16.6792
Sumter,2150,2308702.136,677944.4478,25.6792,35,Low Risk,No action recommended at this time.,13,16.6792
Suwannee,2150,425316.7791,227148.3825,25.6792,40,Low Risk,"Dialogue with county officials, risk is low at this time.",66,16.6792
Taylor,2150,306065.8076,113882.4618,6.6792,45,Medium Risk,Avoid low elevation areas to live.,34,16.6792
Union,2150,458766.0566,84366.86139,39.6792,25,Low Risk,No action recommended at this time.,17,16.6792
Volusia,2150,553682.0622,2892220.571,6.6792,75,High Risk,Avoid at all costs. Move if necessary. Sea level rise will significantly impact all areas of life.,47,16.6792
Wakulla,2150,1064441.979,176414.3623,8.6792,35,Medium Risk,Avoid low elevation areas to live.,36,16.6792
Walton,2150,4190957.726,393462.9651,29.6792,35,Low Risk,"Dialogue with county officials, risk is low at this time.",63,16.6792
Washington,2150,590121.7492,132284.6471,29.6792,35,Low Risk,"Dialogue with county officials, risk is low at this time.",54,16.6792
